poem_style,poem_text,poem_title,poet_cat,poet_name,poem_generate_text,score
فصحى, اتاني ان البيهقي يسبني هوت امه في اي مورطة ورط وايتما بلوي جناها لنفسه وايتما نعمي وعافية غمط تعرض لي مغري بخرط قتادتي وهل يءلم الخرط القتاد اذا خرط وما كان,أتانيَ أن البيهقي يسُبُّني ,العصر العباسي,ابن الرومي, اتاني ان البيهقي يسبني هوت امه في اي مورطة ورط وايتما بلوي جناها لنفسه وايتما نعمي وعافية غمط تعرض لي مغري بخرط قتادتي وهل يءلم الخرط القتاد اذا خرط وما كان يدري,0.968
فصحى, حكم المنية نافذ الاحكام والدار ما جعلت بدار مقام كم فت كبدا وكم ابكت دما ورفيع عرش ثل بعد نظام ولربما هان المصاب وانت يا حمودة جل علي الايام يفني الزمان,حُكْمُ المنيّةِ نافذُ الأحكامِ  ,تونس,إبراهيم بن عبد القادر الرِّيَاحي, حكم المنية نافذ الاحكام والدار ما جعلت بدار مقام كم فت كبدا وكم ابكت دما ورفيع عرش ثل بعد نظام ولربما هان المصاب وانت يا حمودة جل علي الايام يفني الزمان ولا,0.968
فصحى, - في كل مساء يطرق بابي الموصد فجر وتطوف هالات النور شعاع عذري يتسل من زاوية في نافذة كنت سهوت بقصد عن احكام ستارتها ويضيء يضيء باعماقي يشرق بي تلاطم امواج,لعينيكِ أُغنّي ,عمان,محمد ياسين, - في كل مساء يطرق بابي الموصد فجر وتطوف هالات النور شعاع عذري يتسل من زاوية في نافذة كنت سهوت بقصد عن احكام ستارتها ويضيء يضيء باعماقي يشرق بي تلاطم امواج السر,0.968
فصحى,اتي نعيه اليوم جاب الديار و جاب المحيطات حتي اتاني فلم تجر بالادمع المقلتان فقد غاغلت من دمي في القرار ابي مات لم ابك حزنا عليه و ان جن قلبي من الهم,لوي مكنيس ,العراق,بدر شاكر السياب,اتي نعيه اليوم جاب الديار و جاب المحيطات حتي اتاني فلم تجر بالادمع المقلتان فقد غاغلت من دمي في القرار ابي مات لم ابك حزنا عليه و ان جن قلبي من الهم ما,0.968
فصحى, استعذ من رمضان بسلافات الدنان واطو شوالا علي القص ف وتغريد القيان وليكن في كل يوم لك فيه سكرتان من شوالا علينا وحقيق بامتنان جاء بالقصف وبالعز ف وتخليع العنان اوفق,اسْتَعِذْ مِن رَمضانَ ,العصر العباسي,أبو نواس, استعذ من رمضان بسلافات الدنان واطو شوالا علي القص ف وتغريد القيان وليكن في كل يوم لك فيه سكرتان من شوالا علينا وحقيق بامتنان جاء بالقصف وبالعز ف وتخليع العنان اوفق الي,0.968
فصحى, علي ان لا اريح العيش والقتبا والبس البيد والظلماء واليلبا واترك الخود معسولا مقبلها واهجر الكاس تغذو شربها طربا حسبي الفلا مجلسا والبوم مطربة والسير يسكرني من مسه تعبا وطفلة كقضيب,عليّ أن لا أريح العيش والقتبا ,العصر العباسي,بديع الزمان الهمذاني, علي ان لا اريح العيش والقتبا والبس البيد والظلماء واليلبا واترك الخود معسولا مقبلها واهجر الكاس تغذو شربها طربا حسبي الفلا مجلسا والبوم مطربة والسير يسكرني من مسه تعبا وطفلة كقضيب البان,0.968
فصحى,السرير مرة اخري قبل ان انتشر في النهار كالشظايا يحدث داءما نشيج متقطع قنوات من المصل علي الظهور قبالة دكان التبغ حيث يمكن تامل الاضلاع الناجمة عن تداخل الشوارع,هذا ما يحدث ,لبنان,وديع سعادة,السرير مرة اخري قبل ان انتشر في النهار كالشظايا يحدث داءما نشيج متقطع قنوات من المصل علي الظهور قبالة دكان التبغ حيث يمكن تامل الاضلاع الناجمة عن تداخل الشوارع ذات,0.965
فصحى, بكرت عواذله وجاء عفاته فرايت محمود الندي مذموما,بَكَرَتْ عواذِلُهُ وجاءَ عُفاتُهُ ,العصر العباسي,ديك الجن, بكرت عواذله وجاء عفاته فرايت محمود الندي مذموما له من نعمة ما ليس تحصي كفاها لا تطلبن ابا نصر,0.402
فصحى, بعيد جلوس سلطان الانام سليل ملوك عثمان العظام ومن اوفي نداه علي الغمام واحي الملك بالنعم الجسام رتعنا بالسعادة والسلام اذا ما عادنا عيد الجلوس نفي عنا الهموم وكل بوس وكان,بعيد جلوس سلطان الأنام ,لبنان,ابراهيم الأسود, بعيد جلوس سلطان الانام سليل ملوك عثمان العظام ومن اوفي نداه علي الغمام واحي الملك بالنعم الجسام رتعنا بالسعادة والسلام اذا ما عادنا عيد الجلوس نفي عنا الهموم وكل بوس وكان ذا,0.968
فصحى, هل لحليم علي ما فات من اسف ام هل لعيش مضي في الدهر من خلف وما تذكر من سلمي وقد شحطت في رسم دار ونءي غير معترف جادت له الدلو والشعري,هل للحليم على ما فات من أَسف ,العصر الجاهلي,بشرُ بنُ أَبي خازِم, هل لحليم علي ما فات من اسف ام هل لعيش مضي في الدهر من خلف وما تذكر من سلمي وقد شحطت في رسم دار ونءي غير معترف جادت له الدلو والشعري فان,0.968
فصحى, شبح الموت ما يخيف البرايا من حتوف تعانق الارواحا وجد الناس في كءوسك سما غير اني وجدت فيهن راحا فاسقنيها قد طال صحوي و مكثي و تمنيت سكرة و رواحا لا,و ذرني أحيّي الصباحا ,سوريا,بدوي الجبل, شبح الموت ما يخيف البرايا من حتوف تعانق الارواحا وجد الناس في كءوسك سما غير اني وجدت فيهن راحا فاسقنيها قد طال صحوي و مكثي و تمنيت سكرة و رواحا لا ت,0.968
فصحى,ابحث في الخطو الناشز في القتب الدامي في القرن العاءر/ بين الكنة والعجمة في الضلع المكسور والسنوات المطوطة [ تجمع اشياء الماضي - الموت الزميت -والحزن السكيت - والالم السادر ] ابحث, المنمنمة الأولى  ,تونس,صدقي شعباني,ابحث في الخطو الناشز في القتب الدامي في القرن العاءر/ بين الكنة والعجمة في الضلع المكسور والسنوات المطوطة [ تجمع اشياء الماضي - الموت الزميت -والحزن السكيت - والالم السادر ] ابحث عن,0.968
فصحى,غب يا هلال اني اخاف عليك من قهر الرجال قف من وراء الغيم لا تنشر ضياءك فوق اعناق التلال غب يا هلال اني لاخشي ان يصيبك - حين تلمحنا - الخبال انا,غب يا هلال ,السعودية,عبدالرحمن العشماوي,غب يا هلال اني اخاف عليك من قهر الرجال قف من وراء الغيم لا تنشر ضياءك فوق اعناق التلال غب يا هلال اني لاخشي ان يصيبك - حين تلمحنا - الخبال انا لن,0.968
فصحى,لو كان في البلاد لي مال بكيته كصراف عجوز لو كان في البلاد لي بيت بكيته كمالك البيوت لكنما انا فقير كل عمري سيدي القاضي واذ ابكي فلا ادري لماذا يعقل ان,أَمامَ القاضي .. ,العراق,كمال سبتي,لو كان في البلاد لي مال بكيته كصراف عجوز لو كان في البلاد لي بيت بكيته كمالك البيوت لكنما انا فقير كل عمري سيدي القاضي واذ ابكي فلا ادري لماذا يعقل ان تبكي,0.968
فصحى, الي رزنامة السقوط العربي,إضافات تموزية ,فلسطين,ناصر ثابت, الي رزنامة السقوط العربي بين قوسين من حدود القلب و الامواج في ليل الخليج و الريح الشمالية التي تناثرت اشلاءنا المرمية فوق شواطء,0.147
فصحى, بعثت بها معرقة الهوادي وقعن الي المدي وقع السهام فمن شهب كغران المساعي من دهم كاخلاق الءام,بَعَثْتُ بِهَا مُعَرَّقَة َ الهَوَادي ,العصر العباسي,الشريف الرضي, بعثت بها معرقة الهوادي وقعن الي المدي وقع السهام فمن شهب كغران المساعي من دهم كاخلاق الءام ومن بيض كيام السيوف,0.804
فصحى, يا بءس يوم كاسف ان لم يغير في غده لامة وزيرها عاصر زيت بيده يظهر نصحا وجه وغشه في كبده,يا بؤسَ يومٍ كاسفٍ ,العراق,إبراهيم بن المهدي, يا بءس يوم كاسف ان لم يغير في غده لامة وزيرها عاصر زيت بيده يظهر نصحا وجه وغشه في كبده يغشي الو,0.907
فصحى, في رحمة اله حل شيخ وجنة دارها الخلود تفيض من صدره علوم وقد طمي بحرها المديد ولم يزل ميتا وحيا من هلمه الناس تستفيد سار الي ربه غير فان بالعز وهو,في رحمة الله حلَّ شيخٌ ,العصر الأندلسي,عبد الغفار الأخرس, في رحمة اله حل شيخ وجنة دارها الخلود تفيض من صدره علوم وقد طمي بحرها المديد ولم يزل ميتا وحيا من هلمه الناس تستفيد سار الي ربه غير فان بالعز وهو ,0.968
فصحى,اخاف يا عصفورة المطر وقد زرعت الحلم في عينيك مثل الياسمين زرعته في اضلعي وبعتك الاوهام مثل الطاءر الحزين رويتها من ادمعي اخاف يا عصفورة المطر من اشتعال النار في خديك يا,مفتاح الشعر ,شعراء العراق والشام,عبد السلام بركات زريق ,اخاف يا عصفورة المطر وقد زرعت الحلم في عينيك مثل الياسمين زرعته في اضلعي وبعتك الاوهام مثل الطاءر الحزين رويتها من ادمعي اخاف يا عصفورة المطر من اشتعال النار في خديك يا هذا,0.968
فصحى, وجه حميد ان تاملته اقبح خلق کله ديباجه وجه قليل الخير ما فيه لراجي مكان لقضا حاجه اجي مكان لقضا حاجه مشوه في وسطه منخر اوسع من تنور زجاجه مستثقل الروح,وجهُ حُمَيْدٍ إنْ تأمَّلْتَهُ ,العصر العباسي,سبط ابن التعاويذي, وجه حميد ان تاملته اقبح خلق کله ديباجه وجه قليل الخير ما فيه لراجي مكان لقضا حاجه اجي مكان لقضا حاجه مشوه في وسطه منخر اوسع من تنور زجاجه مستثقل الروح مثل,0.968
فصحى,ابكيك كي تزعل واذا زعلت فدمعك الانبل ابكيك كيلا تشتكي انا استفزك حينما ابكيك فعلي قاتل ادري به لكن فعل المشتكي اقتل يا انت فاستبقي الاليء في ذراك ونجمك الاعماق يشهق بالبريق,أبكيكَ كي تزعلْ ! ,العراق,سامي العامري,ابكيك كي تزعل واذا زعلت فدمعك الانبل ابكيك كيلا تشتكي انا استفزك حينما ابكيك فعلي قاتل ادري به لكن فعل المشتكي اقتل يا انت فاستبقي الاليء في ذراك ونجمك الاعماق يشهق بالبريق المع,0.968
فصحى, انت غنيت لرضا والمحبه عاشقا والوجود ياكل قلبه عابرا والخلاء يلهو فينسي فبماذا تذكر الخطو دربه وبمن ذا تلوذ والفكر غاف في مهاوي الرجاء والياس عصبه حين غنيت في غناءك فاضت,سميرُ الصمت ,مصر,عبد الرحيم أحمد الصغير(الماسخ), انت غنيت لرضا والمحبه عاشقا والوجود ياكل قلبه عابرا والخلاء يلهو فينسي فبماذا تذكر الخطو دربه وبمن ذا تلوذ والفكر غاف في مهاوي الرجاء والياس عصبه حين غنيت في غناءك فاضت ش,0.968
فصحى, الا ليت شعري ما تقول مجاشع اذا قال راعي النيب اودي الفرزدق الم اك اكفيها واحمي ذمارها وابلغ اقصي ما به متعلق واني لما اورد الخصم جهده اذا لم يكن الا,ألا ليت شعري ما تقول مجاشع ,العصر الإسلامي,الفرزدق, الا ليت شعري ما تقول مجاشع اذا قال راعي النيب اودي الفرزدق الم اك اكفيها واحمي ذمارها وابلغ اقصي ما به متعلق واني لما اورد الخصم جهده اذا لم يكن الا اليك,0.968
فصحى,-,الفيضان ,العراق,نازك الملائكة,- لا تخجل من شانها فاليل ليس له اخر و البحر لنور الذي كان في سالف الزمان هو النور الذي ينير علي الدروب به ظلمات و,0.0
فصحى, اطلوا كما اتقد الكوكب ينور ما خبط الغيهب وسيروا وان بعدت غاية وشقوا الطريق ولا تعبوا ومدوا سواعدكم انها معين من الجهد لا ينضب وهاتوا قلوبكم افرغت علي نجدة الحق او,إلى المناضلين... ,العراق,محمد مهدي الجواهري, اطلوا كما اتقد الكوكب ينور ما خبط الغيهب وسيروا وان بعدت غاية وشقوا الطريق ولا تعبوا ومدوا سواعدكم انها معين من الجهد لا ينضب وهاتوا قلوبكم افرغت علي نجدة الحق او ن,0.968
فصحى, بك علي الناس بالمزموم والرمل فان اعمال دنياهم كلا عمل والحكم من عالم عال تنزله فما لسكان هذي الارض كالهمل عاشوا بها واستجاشوا ثم ما حصلوا الا علي الموت في التفصيل,بَكِّ على النّاسِ بالمزمومِ والرّمَلِ، ,العصر العباسي,أبوالعلاء المعري, بك علي الناس بالمزموم والرمل فان اعمال دنياهم كلا عمل والحكم من عالم عال تنزله فما لسكان هذي الارض كالهمل عاشوا بها واستجاشوا ثم ما حصلوا الا علي الموت في التفصيل والاج,0.968
فصحى, اري الصبر محمودا وفيه مذاهب فكيف اذا ما لم يكن عنه مذهب هناك يحق الصبر والصبر واجب وما كان منه كالضرورة اوجب هو المهرب المنجي لمن احدقت به مكاره دهر ليس,أرى الصبر محموداً وفيه مذاهبٌ ,العصر العباسي,ابن الرومي, اري الصبر محمودا وفيه مذاهب فكيف اذا ما لم يكن عنه مذهب هناك يحق الصبر والصبر واجب وما كان منه كالضرورة اوجب هو المهرب المنجي لمن احدقت به مكاره دهر ليس ,0.968
فصحى, يا حر امسي سواد الراس خالطه شيب القذال اختلاط الصفو بالكدر يا حر امست لبانات الصبا ذهبت فلست منها علي عين ولا اثر كان الشباب لحاجات وكن له فقد فرغت الي,يا حُرَّ، أَمسَى سَوادُ الرّأسِ خَالَطَهُ ,العصر الجاهلي,سلامة بن جندل, يا حر امسي سواد الراس خالطه شيب القذال اختلاط الصفو بالكدر يا حر امست لبانات الصبا ذهبت فلست منها علي عين ولا اثر كان الشباب لحاجات وكن له فقد فرغت الي ان,0.968
فصحى, مر عام و حل عام جديد واناعنك يا فتاتي بعيد بين جنبي لهفة و انقبا ض و حوالي وحشة و جليد استعيد الماضي فتند ي جفوني وكاني في الارض طفل شر,نداء من المنفى ,العراق,رشيد ياسين, مر عام و حل عام جديد واناعنك يا فتاتي بعيد بين جنبي لهفة و انقبا ض و حوالي وحشة و جليد استعيد الماضي فتند ي جفوني وكاني في الارض طفل شرود,0.967
فصحى, اعيذك ان تمني بتبريح لوعة وان تعرف الوسواس كيف يكون ويحزني ان تسند القلب راحة كانك بالقلب الشجي ضنين ويءلمني ان تقطع اليل ساهرا تسهدك الاشجان وهي جنون اذا هزك الشوق,أعيذك أن تمنى بتبريح لوعة ,مصر,إبراهيم عبد القادر المازني, اعيذك ان تمني بتبريح لوعة وان تعرف الوسواس كيف يكون ويحزني ان تسند القلب راحة كانك بالقلب الشجي ضنين ويءلمني ان تقطع اليل ساهرا تسهدك الاشجان وهي جنون اذا هزك الشوق بين,0.968
فصحى, ستعلمون ما يكون مني ان مد من ضبعي طول سني ادع الدنيا ولم تدعني يلعب بي عناءها المعني ناطحة بالجم هام القرن نطاح روق الجازي الاغن وسعت ايامي ولم تسعني افضل,ستعلمون ما يكون مني ,العصر العباسي,الشريف الرضي, ستعلمون ما يكون مني ان مد من ضبعي طول سني ادع الدنيا ولم تدعني يلعب بي عناءها المعني ناطحة بالجم هام القرن نطاح روق الجازي الاغن وسعت ايامي ولم تسعني افضل منها,0.968
فصحى,رقت حواشي فرحة القيا فانت قريبة مني وقلبي يحضن الدنيا بازهار تغ ني لربيع طيور دهشته بحسنك ما لحسنك صورة اخري اقول هي المثيل بها افسر في كتاب العمر امكنة وازمانا وما,صراط ُ العودة  ,مصر,عبد الرحيم أحمد الصغير(الماسخ),رقت حواشي فرحة القيا فانت قريبة مني وقلبي يحضن الدنيا بازهار تغ ني لربيع طيور دهشته بحسنك ما لحسنك صورة اخري اقول هي المثيل بها افسر في كتاب العمر امكنة وازمانا وما انا,0.968
فصحى, لا تبكين من اليالي انها حرمتك نغبة شارب من مشرب فاقل مالك عندها سيف الردي يستل من شعر القذال الاشيب ورحيل عيشك كل رحلة ساعة وفناء طيبك في الزمان الاطيب فاذا,لا تبكين من الليالي أنها ,العصر الأندلسي,ابن شهيد, لا تبكين من اليالي انها حرمتك نغبة شارب من مشرب فاقل مالك عندها سيف الردي يستل من شعر القذال الاشيب ورحيل عيشك كل رحلة ساعة وفناء طيبك في الزمان الاطيب فاذا رايت,0.968
فصحى, تسلي عن الاحباب صرام خلة وصال اخري ما يقيم علي امر,تَسَلَّى عَن الأَحْبَابِ صَرَّامُ خُلَّة ٍ ,العصر العباسي,بشار بن برد, تسلي عن الاحباب صرام خلة وصال اخري ما يقيم علي امرء من سقام يا خليليه انصفا لي فيما جنيتما منه وع,0.461
فصحى,رايتك في المنام فانت بشري لقلبي باجتياز الياس صبرا كما كنت الخلاص لكل سار بليل ماءج ليصيب فجرا فانت النعمة المهداة فينا تفجر في صحاري الجدب نهرا رايتك في المنام فانت مالي,رؤية المصطفى ,مصر,عبد الرحيم أحمد الصغير(الماسخ),رايتك في المنام فانت بشري لقلبي باجتياز الياس صبرا كما كنت الخلاص لكل سار بليل ماءج ليصيب فجرا فانت النعمة المهداة فينا تفجر في صحاري الجدب نهرا رايتك في المنام فانت ماليء,0.967
فصحى, فءاد بذكر الظاعنين موكل ومنزل حي فيه لشوق منزل اراحلة ليلي وفي الصدر حاجة اقام بها وجد فما يترحل سلام علي الحي الذين تحملوا وعجلان من غر السحاب مجلجل فكم كلف,فؤاد بذكر الظاعنين موكل ,العصر العباسي,البحتري, فءاد بذكر الظاعنين موكل ومنزل حي فيه لشوق منزل اراحلة ليلي وفي الصدر حاجة اقام بها وجد فما يترحل سلام علي الحي الذين تحملوا وعجلان من غر السحاب مجلجل فكم كلف البين,0.968
فصحى, ايا منعما لم تزل مفضلا ادام الضني سخطك الداءم ظلمت فان قلت لا بل ظلمت فاني انا الكاذب الاثم واستغفر اله من زلتي فاني من جرمها واجم يفز الحليم ويكبو الجواد,أيا منعماً لم تزل مفضلاً  ,العراق,إبراهيم بن المهدي, ايا منعما لم تزل مفضلا ادام الضني سخطك الداءم ظلمت فان قلت لا بل ظلمت فاني انا الكاذب الاثم واستغفر اله من زلتي فاني من جرمها واجم يفز الحليم ويكبو الجواد وي,0.968
فصحى, مدامع قد خدت في الخدود واعين مكحولة بالهجود ومعشر اوعدهم ربهم فبادروا خشية ذاك الوعيد فهم عكوف في محاريبهم يبكون من خوف عقاب المجيد قد كاد ان يعشب من دمعهم ما,مدامعٌ قدْ خدَّدَتْ في الخدود ,العصر الأندلسي,ابن عبد ربه, مدامع قد خدت في الخدود واعين مكحولة بالهجود ومعشر اوعدهم ربهم فبادروا خشية ذاك الوعيد فهم عكوف في محاريبهم يبكون من خوف عقاب المجيد قد كاد ان يعشب من دمعهم ما لا,0.968
فصحى, احار ابت كفاك الا تدفقا اذا ما سماء الرزق خف سجالها رفيعة سمك البيت ما من يد امريء من الناس الا في السماء تنالها وان سكينا وابنه لكم شماريخ في عيطاء,أحار أبت كفاك إلا تدفقا ,العصر الإسلامي,الفرزدق, احار ابت كفاك الا تدفقا اذا ما سماء الرزق خف سجالها رفيعة سمك البيت ما من يد امريء من الناس الا في السماء تنالها وان سكينا وابنه لكم شماريخ في عيطاء شاه,0.968
فصحى,راءعة كل فعال الغرب والاذناب اما انا فاني مادام لحرية انتسابي فكل ما افعله نوع من الارهاب هم خربوا لي عالمي فليحصدوا ما زرعوا ان اثمرت فوق فمي وفي كريات دمي عولمة,رائعة ,العراق,أحمد مطر,راءعة كل فعال الغرب والاذناب اما انا فاني مادام لحرية انتسابي فكل ما افعله نوع من الارهاب هم خربوا لي عالمي فليحصدوا ما زرعوا ان اثمرت فوق فمي وفي كريات دمي عولمة الكذاب,0.968
فصحى, لمع البرق علينا عشاء وكمثل الصبح رد المساء وسطا باسم حكيم فاخفي زمن الصيف وابدي الشتاء زرع الحكمة في ارض قوم وكساها من سناه البهاء,لمعَ البرقُ علينا عشاءً ,العصر العباسي,محيي الدين  بن عربي, لمع البرق علينا عشاء وكمثل الصبح رد المساء وسطا باسم حكيم فاخفي زمن الصيف وابدي الشتاء زرع الحكمة في ارض قوم وكساها من سناه البهاء و,0.961
فصحى,ما بال نيلك سيدي يشكو كثيرا تحت وطاة زيفهم زيف انتظار والسندباد اضاع خارطة البلاد فدار حول الوجد من زيف الدوار يا ايها النيل المعربد في دمي من ذا الذي سرق الضياء,يا سيدي الشعب ,مصر,عماد علي قطري,ما بال نيلك سيدي يشكو كثيرا تحت وطاة زيفهم زيف انتظار والسندباد اضاع خارطة البلاد فدار حول الوجد من زيف الدوار يا ايها النيل المعربد في دمي من ذا الذي سرق الضياء عليك,0.968
فصحى,غرامنا ما اجمله في الحلة المهلهلة بما عليه لحياة او علي الحياة له تغلغلت جذوره في تربتي المبلة فاورقت فروعه مواجعا واسءلة غرامنا حكاية رغم الجمال - - مذهلة فصاءح صيحاته بين,من أين تأتي الزلزلة ,مصر,إسلام هجرس,غرامنا ما اجمله في الحلة المهلهلة بما عليه لحياة او علي الحياة له تغلغلت جذوره في تربتي المبلة فاورقت فروعه مواجعا واسءلة غرامنا حكاية رغم الجمال - - مذهلة فصاءح صيحاته بين القلوب,0.968
فصحى, هذا الاقبال منك والاعراض يا من يلهو وهذه الاغراض تنبي حقا لكل ذي معرف ان الاكوان كلها اعراض,هذا الإقبال منك والإعراض ,سوريا,عبد الغني النابلسي, هذا الاقبال منك والاعراض يا من يلهو وهذه الاغراض تنبي حقا لكل ذي معرف ان الاكوان كلها اعراض واذا نظرت الي الحساد كلهم قالوا هو الحق الذي,0.66
فصحى, اطول حزني في غد وتحسري وفضيحتي في الحشر ان لم تستر واحيرتي ان فاز اقراني غدا وقفت وحدي وقفة المتحير واسواتي ان افردتني حاءرا اهلي واسلمني هنالك معشري والهف نفسي حين,أطول حزني في غد وتحسري ,العصر الأندلسي,الهبل, اطول حزني في غد وتحسري وفضيحتي في الحشر ان لم تستر واحيرتي ان فاز اقراني غدا وقفت وحدي وقفة المتحير واسواتي ان افردتني حاءرا اهلي واسلمني هنالك معشري والهف نفسي حين اه,0.968
فصحى, اظلوم حان الي القبور ذهابي وبليت قبل الموت في اثوابي فعليك يا سكني السلام فاني عما قليل فاعلمن لما بي جرعتني غص المنية بالهوي فمتي ترينك ترحمن شبابي سبحان من لو,أظلوم حان إلى القبور ذهابي ,العصر العباسي,البحتري, اظلوم حان الي القبور ذهابي وبليت قبل الموت في اثوابي فعليك يا سكني السلام فاني عما قليل فاعلمن لما بي جرعتني غص المنية بالهوي فمتي ترينك ترحمن شبابي سبحان من لو يشاء,0.968
فصحى, الطاءر العالي مراده ماذا يجثمه مراده قد يبتغي اوج السهي ويخون همته عتاده ويصاد بين صغاره ان عز في القحم اصطياده اودت باسماعيل نج دته واضناه سهاده رخصت عليه حياته وغلت,أَلطَّائِرُ العَالِي مَرَادُهُ ,لبنان,خليل مطران, الطاءر العالي مراده ماذا يجثمه مراده قد يبتغي اوج السهي ويخون همته عتاده ويصاد بين صغاره ان عز في القحم اصطياده اودت باسماعيل نج دته واضناه سهاده رخصت عليه حياته وغلت به,0.968
فصحى, ما لزوارق خانتها المجاديف وخيمت في حناياها الاراجيف هل انكرتها مياه النهر او غرقت في اليم سادتها البزل الغطاريف قالوا اتعرفها بالامس روعها ابناء ضرتها الجوعي الملاهيف فقلت اعرفها من يوم,سراييفو ,السعودية,أحمد سالم باعطب, ما لزوارق خانتها المجاديف وخيمت في حناياها الاراجيف هل انكرتها مياه النهر او غرقت في اليم سادتها البزل الغطاريف قالوا اتعرفها بالامس روعها ابناء ضرتها الجوعي الملاهيف فقلت اعرفها من يوم ز,0.968
فصحى, ولقد رحلت اليكم عيدية لا يرعوين الي جنين مجهض اصبحن من نقوي حفير دلحا بلوي اشيقر جاءلات الاعرض ولقد علون من السماوة معلما خلجا موارده بعيد المركض واذا الادلة خاطروا مجهولها,وَلَقَدْ رَحَلْتُ إلَيكُمُ عِيدِيّة ً ,العصر الإسلامي,جرير, ولقد رحلت اليكم عيدية لا يرعوين الي جنين مجهض اصبحن من نقوي حفير دلحا بلوي اشيقر جاءلات الاعرض ولقد علون من السماوة معلما خلجا موارده بعيد المركض واذا الادلة خاطروا مجهولها في,0.968
فصحى, باهي رجال وفي جهل يباهونا لاهون في النسك ان الغاه لاهونا ناهوك عن حسن فعل امروك به والامرون بسوء الفعل ناهونا خلت النجوم تنادي انجموا فرقا او السهي قال اهل الارض,باهَى رجالٌ، وفي جَهلٍ يباهونا، ,العصر العباسي,أبوالعلاء المعري, باهي رجال وفي جهل يباهونا لاهون في النسك ان الغاه لاهونا ناهوك عن حسن فعل امروك به والامرون بسوء الفعل ناهونا خلت النجوم تنادي انجموا فرقا او السهي قال اهل الارض كلهم,0.968
فصحى, دموع الفجر هذي ام دموعي ترقرق بين اجفان الربيع مصفقة كصافية جلالها باكءسه الخليل علي الخليع وهن من الازاهر في شفاه كما تحلو المي بعد الهجوع وثدي الروض در علي جناه,دُموعُ الفجرِ هذي أم دموعي ,مصر,مصطفى صادق الرافعي, دموع الفجر هذي ام دموعي ترقرق بين اجفان الربيع مصفقة كصافية جلالها باكءسه الخليل علي الخليع وهن من الازاهر في شفاه كما تحلو المي بعد الهجوع وثدي الروض در علي جناه ف,0.968
فصحى, صحا قلبه يا عز او كاد يذهل واضحي يريد الصرم او يتبدل ايادي سبا يا عز ما كنت بعدكم فلم يحل لعينين بعدك منزل وخبرها الواشون اني صرمتها وحملها غيظا علي,صَحَا قَلْبُهُ يا عَزَّ أوْ كَادَ يَذْهَلُ ,العصر الإسلامي,كثير عزة, صحا قلبه يا عز او كاد يذهل واضحي يريد الصرم او يتبدل ايادي سبا يا عز ما كنت بعدكم فلم يحل لعينين بعدك منزل وخبرها الواشون اني صرمتها وحملها غيظا علي كب,0.968
فصحى, جبيته دبابة واقفه اهدابه … دبابة زاحفه ليس له وجه … له اوجه مسوحة كالعملة التالفه ساقاه جنزيران … اعراقه اذاعة مبحوحة زاحفه تلغو … كما تسفي الرياح الحصي تحمر كالجنية,يوم 13 حزيران 1974م ,اليمن,عبدالله البردوني, جبيته دبابة واقفه اهدابه … دبابة زاحفه ليس له وجه … له اوجه مسوحة كالعملة التالفه ساقاه جنزيران … اعراقه اذاعة مبحوحة زاحفه تلغو … كما تسفي الرياح الحصي تحمر كالجنية الس,0.968
فصحى, اري البعد لم يخطر سواكم علي بالي وان قرب الاخطار من جسدي البالي فيا حبذا الاسقام في جنب طاعتي اوامر اشواقي وعصيان عذالي ويا ما الذ الذل في عز وصلكم وان,أرى البُعدَ لم يُخْطِرْ سواكم على بالي، ,العصر العباسي,ابن الفارض, اري البعد لم يخطر سواكم علي بالي وان قرب الاخطار من جسدي البالي فيا حبذا الاسقام في جنب طاعتي اوامر اشواقي وعصيان عذالي ويا ما الذ الذل في عز وصلكم وان كان,0.968
فصحى, قد صحالقلب بعدما قد يري وهو منتشي لست من يلقي بوجه لحديث المخدش لي من الصبر حاكم في الهوي غير مرتشي كيف يصفو لك الهوي يا سمي ابن الاعمش يا سمي,قَدْ صَحاالقَلْبُ بعدَما ,العصر العباسي,أبو تمام, قد صحالقلب بعدما قد يري وهو منتشي لست من يلقي بوجه لحديث المخدش لي من الصبر حاكم في الهوي غير مرتشي كيف يصفو لك الهوي يا سمي ابن الاعمش يا سمي الذي,0.968
فصحى, قد نابت الجزع من اروية النوب واستحقبت جدة من ربعها الحقب الو بصبرك اخلاق الوي وهفا بلبك الشوق لما اقفر الب خفت دموعك في اثر الحبيب لدن خفت من الكثبش القضبان,قد نابتِ الجزعَ من أرويّة َ النوبُ ,العصر العباسي,أبو تمام, قد نابت الجزع من اروية النوب واستحقبت جدة من ربعها الحقب الو بصبرك اخلاق الوي وهفا بلبك الشوق لما اقفر الب خفت دموعك في اثر الحبيب لدن خفت من الكثبش القضبان والس,0.968
فصحى, لقد اصبحت تختال في كل بلدة بقبر امير المءمنين المقابر اته التي ابتزت سليمان ملكه والوت بذي القرنين منها الدواءر اته فغالته المنايا ملكة ومعروفه في الشرق والغرب ظاهر ولو كان,لقدْ أصبحتْ تختالُ في كلَّ بلدة ٍ ,العصر الإسلامي,مروان ابن أبي حفصة, لقد اصبحت تختال في كل بلدة بقبر امير المءمنين المقابر اته التي ابتزت سليمان ملكه والوت بذي القرنين منها الدواءر اته فغالته المنايا ملكة ومعروفه في الشرق والغرب ظاهر ولو كان غيرك,0.968
